question_en,answer_en
Who is the professor for MobaSunAIintroduction?,"The instructor of MobaSunAIintroductionis Lee Dong-ho, Moon Ji-hwan."
Who is teaching MobaSunAIintroduction?,"The instructor of MobaSunAIintroductionis Lee Dong-ho, Moon Ji-hwan."
Who instructs MobaSunAIintroduction?,"The instructor of MobaSunAIintroductionis Lee Dong-ho, Moon Ji-hwan."
When is MobaSunAIintroductionheld?,"MobaSunAIintroductionis held on Mon6,Mon7.5."
What time is MobaSunAIintroductionheld?,"MobaSunAIintroductionis held on Mon6,Mon7.5."
What time is MobaSunAIintroductionheld?,"MobaSunAIintroductionis held on Mon6,Mon7.5."
When does MobaSunAIintroductionheld?,"MobaSunAIintroductionis held on Mon6,Mon7.5."
Where is MobaSunAIintroductionlocated?,"MobaSunAIintroductiontakes place in Industrial Information Center (316), Industrial Information Center (316)."
Where does MobaSunAIintroductionlocated?,"MobaSunAIintroductiontakes place in Industrial Information Center (316), Industrial Information Center (316)."
Where does MobaSunAIintroductionlocated?,"MobaSunAIintroductiontakes place in Industrial Information Center (316), Industrial Information Center (316)."
At what location is MobaSunAIintroductionlocated?,"MobaSunAIintroductiontakes place in Industrial Information Center (316), Industrial Information Center (316)."
What is the credit of MobaSunAIintroduction?,MobaSunAIintroductionis worth 3.0 credits.
How many credits is of MobaSunAIintroduction?,MobaSunAIintroductionis worth 3.0 credits.
How many credits is of MobaSunAIintroduction?,MobaSunAIintroductionis worth 3.0 credits.
How many credits is of MobaSunAIintroduction?,MobaSunAIintroductionis worth 3.0 credits.
Any special notes for MobaSunAIintroduction?,"Notes: Priority approval for students from Convergence Autonomous University (Department of Autonomous Major, Department of Information Technology). All grades if space is availableWedMoba during the strong application periodSunStudents from the Convergence Engineering Department and other departments can apply"
Is there something special about for MobaSunAIintroduction?,"Notes: Priority approval for students from Convergence Autonomous University (Department of Autonomous Major, Department of Information Technology). All grades if space is availableWedMoba during the strong application periodSunStudents from the Convergence Engineering Department and other departments can apply"
Any remarks for for MobaSunAIintroduction?,"Notes: Priority approval for students from Convergence Autonomous University (Department of Autonomous Major, Department of Information Technology). All grades if space is availableWedMoba during the strong application periodSunStudents from the Convergence Engineering Department and other departments can apply"
Any remarks for for MobaSunAIintroduction?,"Notes: Priority approval for students from Convergence Autonomous University (Department of Autonomous Major, Department of Information Technology). All grades if space is availableWedMoba during the strong application periodSunStudents from the Convergence Engineering Department and other departments can apply"
Who teaches Embedded Programming?,The instructor of Embedded Programmingis Lee Dong-ho.
Who is the professor for Embedded Programming?,The instructor of Embedded Programmingis Lee Dong-ho.
Who is the professor for Embedded Programming?,The instructor of Embedded Programmingis Lee Dong-ho.
Who is teaching Embedded Programming?,The instructor of Embedded Programmingis Lee Dong-ho.
When is Embedded Programmingheld?,"Embedded Programmingis held on Wed1,2,3,4."
What time is Embedded Programmingheld?,"Embedded Programmingis held on Wed1,2,3,4."
When does Embedded Programmingheld?,"Embedded Programmingis held on Wed1,2,3,4."
At what time is Embedded Programmingheld?,"Embedded Programmingis held on Wed1,2,3,4."
Where is Embedded Programminglocated?,Embedded Programmingtakes place in Industrial Information Center (316).
At what location is Embedded Programminglocated?,Embedded Programmingtakes place in Industrial Information Center (316).
At what location is Embedded Programminglocated?,Embedded Programmingtakes place in Industrial Information Center (316).
Where does Embedded Programminglocated?,Embedded Programmingtakes place in Industrial Information Center (316).
What is the credit of Embedded Programming?,Embedded Programmingis worth 3.0 credits.
How much credit does of Embedded Programming?,Embedded Programmingis worth 3.0 credits.
How many credits is of Embedded Programming?,Embedded Programmingis worth 3.0 credits.
How many credits is of Embedded Programming?,Embedded Programmingis worth 3.0 credits.
Who teaches IoTproSatcall?,The instructor of IoTproSatcallis Lee Chang-seok.
Who is teaching IoTproSatcall?,The instructor of IoTproSatcallis Lee Chang-seok.
Who is the professor for IoTproSatcall?,The instructor of IoTproSatcallis Lee Chang-seok.
Who is the professor for IoTproSatcall?,The instructor of IoTproSatcallis Lee Chang-seok.
When is IoTproSatcallheld?,"IoTproSatcallis held on Mon6,7,8,9."
At what time is IoTproSatcallheld?,"IoTproSatcallis held on Mon6,7,8,9."
At what time is IoTproSatcallheld?,"IoTproSatcallis held on Mon6,7,8,9."
When does IoTproSatcallheld?,"IoTproSatcallis held on Mon6,7,8,9."
Where is IoTproSatcalllocated?,IoTproSatcalltakes place in automaticTueTube(506).
Where does IoTproSatcalllocated?,IoTproSatcalltakes place in automaticTueTube(506).
At what location is IoTproSatcalllocated?,IoTproSatcalltakes place in automaticTueTube(506).
Where does IoTproSatcalllocated?,IoTproSatcalltakes place in automaticTueTube(506).
What is the credit of IoTproSatcall?,IoTproSatcallis worth 3.0 credits.
What’s the credit count for of IoTproSatcall?,IoTproSatcallis worth 3.0 credits.
What’s the credit count for of IoTproSatcall?,IoTproSatcallis worth 3.0 credits.
How much credit does of IoTproSatcall?,IoTproSatcallis worth 3.0 credits.
Who teaches JAVAprogramming?,The instructor of JAVAprogrammingis Park Hyun-joo.
Who is teaching JAVAprogramming?,The instructor of JAVAprogrammingis Park Hyun-joo.
Who is the professor for JAVAprogramming?,The instructor of JAVAprogrammingis Park Hyun-joo.
Who is teaching JAVAprogramming?,The instructor of JAVAprogrammingis Park Hyun-joo.
When is JAVAprogrammingheld?,"JAVAprogrammingis held on Wed1,2,3,4."
What time is JAVAprogrammingheld?,"JAVAprogrammingis held on Wed1,2,3,4."
At what time is JAVAprogrammingheld?,"JAVAprogrammingis held on Wed1,2,3,4."
When does JAVAprogrammingheld?,"JAVAprogrammingis held on Wed1,2,3,4."
Where is JAVAprogramminglocated?,JAVAprogrammingtakes place in automaticTueTube(506).
In which classroom is JAVAprogramminglocated?,JAVAprogrammingtakes place in automaticTueTube(506).
Where does JAVAprogramminglocated?,JAVAprogrammingtakes place in automaticTueTube(506).
In which classroom is JAVAprogramminglocated?,JAVAprogrammingtakes place in automaticTueTube(506).
What is the credit of JAVAprogramming?,JAVAprogrammingis worth 3.0 credits.
How many credits is of JAVAprogramming?,JAVAprogrammingis worth 3.0 credits.
How many credits is of JAVAprogramming?,JAVAprogrammingis worth 3.0 credits.
How many credits is of JAVAprogramming?,JAVAprogrammingis worth 3.0 credits.
Who teaches digital engineering?,The instructor of digital engineeringis Lee Dong-ho.
Who is teaching digital engineering?,The instructor of digital engineeringis Lee Dong-ho.
Who instructs digital engineering?,The instructor of digital engineeringis Lee Dong-ho.
Who is the professor for digital engineering?,The instructor of digital engineeringis Lee Dong-ho.
When is digital engineeringheld?,"digital engineeringis held on Tue6,7,8,9."
What time is digital engineeringheld?,"digital engineeringis held on Tue6,7,8,9."
At what time is digital engineeringheld?,"digital engineeringis held on Tue6,7,8,9."
At what time is digital engineeringheld?,"digital engineeringis held on Tue6,7,8,9."
Where is digital engineeringlocated?,digital engineeringtakes place in automaticTueTube(506).
At what location is digital engineeringlocated?,digital engineeringtakes place in automaticTueTube(506).
Where does digital engineeringlocated?,digital engineeringtakes place in automaticTueTube(506).
At what location is digital engineeringlocated?,digital engineeringtakes place in automaticTueTube(506).
What is the credit of digital engineering?,digital engineeringis worth 3.0 credits.
How much credit does of digital engineering?,digital engineeringis worth 3.0 credits.
How many credits is of digital engineering?,digital engineeringis worth 3.0 credits.
What’s the credit count for of digital engineering?,digital engineeringis worth 3.0 credits.
Who teaches digital signal processing?,The instructor of digital signal processingis Jihwan Moon.
Who instructs digital signal processing?,The instructor of digital signal processingis Jihwan Moon.
Who is the professor for digital signal processing?,The instructor of digital signal processingis Jihwan Moon.
Who instructs digital signal processing?,The instructor of digital signal processingis Jihwan Moon.
When is digital signal processingheld?,"digital signal processingis held on Wed6,7,8."
When does digital signal processingheld?,"digital signal processingis held on Wed6,7,8."
What time is digital signal processingheld?,"digital signal processingis held on Wed6,7,8."
What time is digital signal processingheld?,"digital signal processingis held on Wed6,7,8."
Where is digital signal processinglocated?,digital signal processingtakes place in Industrial Information Center (302).
Where does digital signal processinglocated?,digital signal processingtakes place in Industrial Information Center (302).
At what location is digital signal processinglocated?,digital signal processingtakes place in Industrial Information Center (302).
At what location is digital signal processinglocated?,digital signal processingtakes place in Industrial Information Center (302).
What is the credit of digital signal processing?,digital signal processingis worth 3.0 credits.
How much credit does of digital signal processing?,digital signal processingis worth 3.0 credits.
How many credits is of digital signal processing?,digital signal processingis worth 3.0 credits.
